Date,GOOG,AAPL,MSFT,AMZN,NASDAQ
2018-09-17,57.802502000000004,52.390331,106.969917,95.40149699999999,7895.790039
2018-09-18,58.061001,52.476882999999994,107.990601,97.052498,7956.109863
2018-09-19,58.554501,52.508141,106.55020900000001,96.320999,7950.040039
2018-09-20,59.343498,52.907309999999995,108.333992,97.214996,8028.22998
2018-09-21,58.304501,52.337421,108.992195,95.750504,7986.959961
2018-09-24,58.668499,53.090042000000004,109.383293,96.718002,7993.25
2018-09-25,59.232498,53.42668199999999,109.173424,98.727501,8007.470215
2018-09-26,59.024502000000005,53.001082999999994,108.725098,98.7425,7990.370117
2018-09-27,59.731998,54.090336,109.135269,100.649002,8041.970215
2018-09-28,59.6735,54.28029599999999,109.097122,100.150002,8046.350098000001
2018-10-01,59.765499,54.645790000000005,110.27996100000001,100.218002,8037.299805
2018-10-02,60.005501,55.13150400000001,109.84115600000001,98.565498,7999.549805
2018-10-03,60.147498999999996,55.802387,109.86023700000001,97.638,8025.089844
2018-10-04,58.4095,54.821327000000004,107.589973,95.471001,7879.509765999999
2018-10-05,57.8675,53.931641000000006,106.960388,94.48249799999999,7788.450195
2018-10-08,57.448502000000005,53.80661,105.739403,93.221001,7735.950195
2018-10-09,56.941002000000005,54.552009999999996,107.084396,93.515999,7738.02002
2018-10-10,54.061001,52.024834000000006,101.265617,87.762497,7422.049805
2018-10-11,53.966,51.565567,101.02714499999999,85.968002,7329.060059
2018-10-12,55.504002,53.40744,104.518417,89.43049599999999,7496.890137
2018-10-15,54.612499,52.265293,102.63922099999999,88.047501,7430.740234000001
2018-10-16,56.063999,53.417065,105.882492,90.998001,7645.490234000001
2018-10-17,55.7845,53.186234,105.60585800000001,91.586502,7642.700195
2018-10-18,54.398499,51.943081,103.497765,88.53600300000001,7485.140137
2018-10-19,54.823002,52.734177,103.650368,88.2015,7449.029785
2018-10-22,55.057999,53.056385,104.575638,89.464996,7468.629883
2018-10-23,55.184502,53.556526,103.11618,88.434998,7437.540039
2018-10-24,52.5355,51.719456,97.602654,83.209999,7108.399901999999
2018-10-25,54.7785,52.852005000000005,103.306946,89.108498,7318.339844
2018-10-26,53.573502000000005,52.01041,102.02873199999999,82.14050300000001,7167.209961
2018-10-29,51.004002,51.034164000000004,99.062119,76.944,7050.290039
2018-10-30,51.810501,51.289047,98.94765500000001,76.521004,7161.649901999999
2018-10-31,53.838501,52.625972999999995,101.88565799999999,79.900497,7305.899901999999
2018-11-01,53.5,53.43389499999999,101.036682,83.27649699999999,7434.060059
2018-11-02,52.8895,49.889587,101.265617,83.27649699999999,7356.990234000001
2018-11-05,52.004501,48.473312,102.553398,81.389999,7328.850098000001
2018-11-06,52.790501,48.997516999999995,102.75370799999999,82.14050300000001,7375.959961
2018-11-07,54.669498,50.483521,106.79821799999999,87.774498,7570.75
2018-11-08,54.119999,50.307373,106.5979,87.745499,7530.879883
2018-11-09,53.307499,49.337371999999995,104.518417,85.621498,7406.899901999999
2018-11-12,51.931499,46.852043,101.942894,81.842499,7200.870117
2018-11-13,51.802502000000004,46.383934,102.00966600000001,81.558502,7200.870117
2018-11-14,52.182999,45.073704,100.56304899999999,79.9505,7136.390137
2018-11-15,53.2355,46.186069,102.77606999999999,80.972,7259.029785
2018-11-16,53.074501,46.697617,103.74369,79.670502,7247.870117
2018-11-19,51.0,44.846897,100.227753,75.614502,7028.47998
2018-11-20,51.287997999999995,42.704205,97.43991899999999,74.773003,6908.819823999999
2018-11-21,51.880501,42.655949,98.78115799999999,75.836502,6972.25
2018-11-23,51.194,41.572525,98.74282099999999,75.102997,6938.97998
2018-11-26,52.431,42.134747,102.000076,79.066498,7081.850098000001
2018-11-27,52.220501,42.043056,102.641953,79.070999,7082.700195
2018-11-28,54.311501,43.659725,106.45488,83.887497,7291.589844
2018-11-29,54.415001000000004,43.324326,105.563911,83.678497,7273.080078
2018-11-30,54.7215,43.090267,106.23454299999999,84.508499,7330.540039
2018-12-03,55.321498999999996,44.595946999999995,107.38413999999999,88.61799599999999,7441.509765999999
2018-12-04,52.541,42.634228,103.96401999999999,83.41999799999999,7158.430176000001
2018-12-06,53.436501,42.158878,104.605896,84.959503,7188.259765999999
2018-12-07,51.828998999999996,40.655613,100.419365,81.456497,6969.25
2018-12-10,51.977501000000004,40.92345,103.073059,82.051498,7020.52002
2018-12-11,52.587502,40.689396,104.031082,82.162003,7031.830078
2018-12-12,53.183997999999995,40.802814,104.500504,83.177002,7098.310059
2018-12-13,53.095001,41.249195,104.854958,82.918999,7070.330078
2018-12-14,52.105,39.929321,101.578552,79.595497,6910.660156
2018-12-17,50.8265,39.557724,98.570396,76.045502,6753.72998
2018-12-18,51.435501,40.071682,99.60505699999999,77.57399699999999,6783.910156
2018-12-19,51.150501,38.821781,99.336792,74.753998,6636.830078
2018-12-20,50.470501,37.842125,97.248322,73.041496,6528.410156
2018-12-21,48.977001,36.370235,94.106026,68.872498,6332.990234000001
2018-12-24,48.811001,35.429195,90.178169,67.197998,6192.919922
2018-12-26,51.973,37.924175,96.338196,73.54499799999999,6554.359863000001
2018-12-27,52.194,37.678047,96.932167,73.082001,6579.490234000001
2018-12-28,51.854,37.697357000000004,96.175354,73.90100100000001,6584.52002
2018-12-31,51.780499,38.061703,97.305801,75.09850300000001,6635.279785
2019-01-02,52.2925,38.105137,96.874702,76.956497,6665.939941
2019-01-03,50.803001,34.309585999999996,93.310867,75.014,6463.5
2019-01-04,53.5355,35.774235,97.650688,78.769501,6738.859863
2019-01-07,53.419498,35.694607,97.77523000000001,81.475502,6823.470215
2019-01-08,53.813999,36.375060999999995,98.484169,82.829002,6897.0
2019-01-09,53.733002,36.992775,99.892448,82.971001,6957.080078
2019-01-10,53.516498999999996,37.111008,99.250587,82.810997,6986.069823999999
2019-01-11,52.859501,36.746658000000004,98.484169,82.028,6971.47998
2019-01-14,52.234501,36.194096,97.765648,80.860497,6905.919922
2019-01-15,53.857498,36.934864000000005,100.601387,83.727997,7023.830078
2019-01-16,54.0485,37.386082,100.955841,84.189003,7034.689941
2019-01-17,54.494999,37.608063,101.664787,84.66100300000001,7084.459961
2019-01-18,54.912997999999995,37.839714,103.18802600000001,84.809998,7157.22998
2019-01-22,53.526001,36.990368,101.243263,81.608498,7020.359863
2019-01-23,53.7785,37.139957,102.230011,82.000999,7025.77002
2019-01-24,53.695,36.845581,101.741425,82.746498,7073.459961
2019-01-25,54.5495,38.066528000000005,102.67068499999999,83.528503,7164.859863
2019-01-28,53.504002,37.714237,100.66843399999999,81.894501,7085.680176000001
2019-01-29,53.030998,37.323349,98.618309,79.694,7028.290039
2019-01-30,54.452999,39.873821,101.913857,83.5215,7183.080078
2019-01-31,55.818501,40.160973,100.045738,85.936501,7281.740234000001
2019-02-01,55.537498,40.180264,98.465012,81.311501,7263.870117
2019-02-04,56.639998999999996,41.321579,101.30072,81.665497,7347.540039
2019-02-05,57.2995,42.028576,102.71860500000001,82.940498,7402.080078
2019-02-06,55.761501,42.043056,101.578552,82.013,7375.279785
2019-02-07,54.935501,41.246784000000005,100.850471,80.718498,7288.350098000001
2019-02-08,54.752998,41.295254,101.23365799999999,79.41100300000001,7298.200195
2019-02-11,54.7505,41.05777,100.831314,79.550003,7307.899901999999
2019-02-12,56.068501,41.411572,102.402458,81.900497,7414.620117
2019-02-13,56.007999,41.239506,102.325806,82.0,7420.379883
2019-02-14,56.0835,41.389763,102.412041,81.1325,7426.950195
2019-02-15,55.682499,41.297676,103.676613,80.397499,7472.410156
2019-02-19,55.928001,41.421257000000004,103.62870799999999,81.378998,7486.77002
2019-02-20,55.689999,41.687824,103.089912,81.105003,7489.069823999999
2019-02-21,54.848499,41.452766,105.264297,80.972,7459.709961
2019-02-22,55.518501,41.915615,106.76518999999999,81.57800300000001,7527.540039
2019-02-25,55.470001,42.22094,107.361694,81.650002,7554.459961
2019-02-26,55.7565,42.245186,108.102524,81.82,7549.299805
2019-02-27,55.802502000000004,42.376034000000004,107.919701,82.054497,7554.509765999999
2019-02-28,55.995998,41.959232,107.785027,81.991501,7532.529785
2019-03-01,57.0495,42.400269,108.26608300000001,83.586502,7595.350098000001
2019-03-04,57.389998999999996,42.613518,108.00631000000001,84.808502,7577.569823999999
2019-03-05,58.101501,42.535969,107.46753700000001,84.621498,7576.359863
2019-03-06,57.893002,42.291225,107.51563999999999,83.447502,7505.919922
2019-03-07,57.165001000000004,41.80172,106.207146,81.297501,7421.459961
2019-03-08,57.116001000000004,41.901070000000004,106.32263200000001,81.040001,7408.140137
2019-03-11,58.787997999999995,43.352623,108.554695,83.530998,7558.060059
2019-03-12,59.66,43.83971,109.31478100000001,83.654999,7591.029785
2019-03-13,59.666,44.033569,110.16143000000001,84.540497,7643.410156
2019-03-14,59.2775,44.523071,110.24801599999999,84.310997,7630.910156
2019-03-15,59.223,45.102238,111.518005,85.61799599999999,7688.529785
2019-03-18,59.213001,45.562664,113.11511200000001,87.10749799999999,7714.47998
2019-03-19,59.942501,45.201591,113.19207800000001,88.092499,7723.950195
2019-03-20,61.198502000000005,45.596596000000005,113.066994,89.86350300000001,7728.970215
2019-03-21,61.577,47.275928,115.664703,90.962997,7838.959961
2019-03-22,60.275002,46.296917,112.614815,88.23850300000001,7642.669922
2019-03-25,59.650002,45.737140999999994,113.201714,88.712997,7637.540039
2019-03-26,59.230999,45.264599,113.44221499999999,89.188004,7691.52002
2019-03-27,58.651001,45.671703,112.345413,88.285004,7643.379883
2019-03-28,58.4245,45.732288,112.499352,88.670998,7669.169922
2019-03-29,58.665501,46.030357,113.47108500000002,89.037498,7729.319823999999
2019-04-01,59.7215,46.342957,114.510178,90.709503,7828.910156
2019-04-02,60.024502000000005,47.016624,114.673721,90.69899699999999,7848.689941
2019-04-03,60.296001000000004,47.338928,115.424171,91.035004,7895.549805
2019-04-04,60.75,47.421326,114.83728,90.943001,7891.779785
2019-04-05,60.357498,47.738777,115.347191,91.863998,7938.689941
2019-04-08,60.192001,48.489994,115.38568899999999,92.49299599999999,7953.879883
2019-04-09,59.862499,48.344592999999996,114.7603,91.792,7909.279785
2019-04-10,60.108002,48.616001000000004,115.63584099999999,92.366501,7964.240234000001
2019-04-11,60.230999,48.211315,115.770523,92.203499,7947.359863
2019-04-12,60.893501,48.191933,116.36702,92.153,7984.160156
2019-04-15,61.055,48.279167,116.463249,92.2435,7976.009765999999
2019-04-16,61.356499,48.284008,116.193848,93.152,8000.22998
2019-04-17,61.817001,49.224258,117.15596000000001,93.240997,7996.080078
2019-04-18,61.818501,49.40115,118.69533500000001,93.084503,7998.060059
2019-04-22,62.442001,49.563511,119.07055700000001,94.365501,8015.27002
2019-04-23,63.227501000000004,50.278378000000004,120.686897,96.188499,8120.819823999999
2019-04-24,62.799999,50.200835999999995,120.273201,95.087502,8102.009765999999
2019-04-25,63.172501000000004,49.745258,124.256325,95.112503,8118.680176000001
2019-04-26,63.609001,49.507767,124.9683,97.531502,8146.399901999999
2019-04-29,64.378998,49.582893,124.852829,96.921501,8161.850098000001
2019-04-30,59.424,48.628113,125.651398,96.32599599999999,8095.390137
2019-05-01,58.403999,51.015057,123.034447,95.57599599999999,8049.640137
2019-05-02,58.130501,50.683064,121.42773400000002,95.041,8036.77002
2019-05-03,59.27,51.313128999999996,124.01576200000001,98.123001,8164.0
2019-05-06,59.469501,50.520706,123.294205,97.527496,8123.290039
2019-05-07,58.705002,49.158817,120.76386299999999,96.050003,7963.759765999999
2019-05-08,58.313499,49.16851,120.75424199999999,95.88849599999999,7943.319823999999
2019-05-09,58.118999,48.640232,120.744629,94.9935,7910.589844
2019-05-10,58.213501,47.966404,122.312859,94.499001,7916.939941
2019-05-13,56.601501,45.178616,118.67609399999999,91.134003,7647.02002
2019-05-14,56.021999,45.893806,120.003822,92.005997,7734.490234000001
2019-05-15,58.210499,46.443573,121.69371799999999,93.557503,7822.149901999999
2019-05-16,58.949001,46.239246,124.50380700000001,95.378502,7898.049805
2019-05-17,58.115002000000004,45.976524,123.673363,93.449997,7816.279785
2019-05-20,56.942501,44.538841,121.88685600000001,92.948502,7702.379883
2019-05-21,57.481499,45.392696,122.54353300000001,92.875999,7785.720215
2019-05-22,57.570999,44.463428,123.287079,92.984001,7750.839844
2019-05-23,57.038502,43.704453,121.848228,90.774002,7628.279785
2019-05-24,56.6735,43.536602,121.906181,91.164001,7637.009765999999
2019-05-28,56.7075,43.356583,121.828926,91.821503,7607.350098000001
2019-05-29,55.823002,43.149815000000004,120.65081,90.959503,7547.310059
2019-05-30,55.897498999999996,43.373611,121.413696,90.816002,7567.720215
2019-05-31,55.181499,42.587875,119.434074,88.753502,7453.149901999999
2019-06-03,51.811501,42.157307,115.72589099999999,84.634499,7333.02002
2019-06-04,52.6525,43.699585,118.931908,86.477997,7527.120117
2019-06-05,52.111,44.405048,121.51023899999998,86.925003,7575.47998
2019-06-06,52.216999,45.056984,123.431931,87.718002,7615.549805
2019-06-07,53.301998,46.256268,126.88903,90.2015,7742.100098000001
2019-06-10,54.019001,46.847393,128.047852,93.031502,7823.169922
2019-06-11,53.936001,47.389874,127.565002,93.184998,7822.569823999999
2019-06-12,53.851501,47.23904,126.97592900000001,92.765999,7792.720215
2019-06-13,54.438499,47.229309,127.77744299999999,93.514999,7837.129883
2019-06-14,54.267502,46.886314,127.902946,93.483498,7796.660156
2019-06-17,54.625,47.166065,128.28923,94.301498,7845.02002
2019-06-18,55.18,48.275341,130.51998899999998,95.068497,7953.879883
2019-06-19,55.116501,48.134258,131.031738,95.439499,7987.319823999999
2019-06-20,55.570999,48.521042,132.248505,95.9095,8051.339844
2019-06-21,56.094002,48.355621,132.267776,95.565002,8031.709961
2019-06-24,55.776001,48.306965000000005,133.050003,95.695,8005.700195
2019-06-25,54.317501,47.574753,128.84935,93.913498,7884.720215
2019-06-26,53.990002000000004,48.603747999999996,129.332184,94.891502,7909.970215
